Index,Dates,Time,Score,Class
12188,12-10-2020, 04:10:43,24.69,snoring
12189,12-10-2020, 04:10:45,25.2,snoring
12190,12-10-2020, 04:10:46,24.12,snoring
12191,12-10-2020, 04:10:47,24.54,snoring
12192,12-10-2020, 04:10:49,24.12,snoring
12193,12-10-2020, 04:10:50,22.18,snoring
12194,12-10-2020, 04:10:51,21.49,snoring
12195,12-10-2020, 04:10:53,24.53,snoring
12196,12-10-2020, 04:10:54,22.62,snoring
12197,12-10-2020, 04:10:55,25.4,snoring
12198,12-10-2020, 04:10:57,24.43,snoring
12199,12-10-2020, 04:10:58,23.93,snoring
12200,12-10-2020, 04:10:59,21.25,snoring
12201,12-10-2020, 04:11:01,22.76,snoring
12202,12-10-2020, 04:11:02,22.45,snoring
12203,12-10-2020, 04:11:03,21.65,snoring
12204,12-10-2020, 04:11:05,22.59,snoring
12205,12-10-2020, 04:11:06,23.74,snoring
12206,12-10-2020, 04:11:07,23.14,snoring
12207,12-10-2020, 04:11:08,24.14,snoring
12208,12-10-2020, 04:11:10,21.83,snoring
12209,12-10-2020, 04:11:11,23,snoring
12210,12-10-2020, 04:11:12,21.87,snoring
12211,12-10-2020, 04:11:14,23.03,snoring
12212,12-10-2020, 04:11:15,22.31,snoring
12213,12-10-2020, 04:11:17,23.42,snoring
12214,12-10-2020, 04:11:18,23.43,snoring
12215,12-10-2020, 04:11:19,21.93,snoring
12216,12-10-2020, 04:11:21,22.52,snoring
12217,12-10-2020, 04:11:22,23.2,snoring
12218,12-10-2020, 04:11:23,22.78,snoring
12219,12-10-2020, 04:11:25,24.74,snoring
12220,12-10-2020, 04:11:26,24.56,snoring
12221,12-10-2020, 04:11:27,21.96,snoring
12222,12-10-2020, 04:11:29,20.7,snoring
12223,12-10-2020, 04:11:30,20.17,snoring
12224,12-10-2020, 04:11:31,22.85,snoring
12225,12-10-2020, 04:11:33,24.04,snoring
12226,12-10-2020, 04:11:34,24.59,snoring
12227,12-10-2020, 04:11:36,21.73,snoring
12228,12-10-2020, 04:11:37,22.14,snoring
12229,12-10-2020, 04:11:38,22.15,snoring
12230,12-10-2020, 04:11:40,25.1,snoring
12231,12-10-2020, 04:11:41,25.14,snoring
12232,12-10-2020, 04:11:42,24.76,snoring
12233,12-10-2020, 04:11:44,20.5,snoring
12234,12-10-2020, 04:11:45,24.3,snoring
12235,12-10-2020, 04:11:46,24.06,snoring
12236,12-10-2020, 04:11:48,20.41,snoring
12237,12-10-2020, 04:11:49,24.33,snoring
12238,12-10-2020, 04:11:50,23.51,snoring
12239,12-10-2020, 04:11:52,22.04,snoring
12240,12-10-2020, 04:11:53,22.67,snoring
12241,12-10-2020, 04:11:54,23.98,snoring
12242,12-10-2020, 04:11:56,22.63,snoring
12243,12-10-2020, 04:11:57,22.75,snoring
12244,12-10-2020, 04:11:59,22.97,snoring
12245,12-10-2020, 04:12:00,22.13,snoring
12246,12-10-2020, 04:12:01,20.7,snoring
12247,12-10-2020, 04:12:03,20.35,snoring
12248,12-10-2020, 04:12:04,21.67,snoring
12249,12-10-2020, 04:12:05,20.17,snoring
12250,12-10-2020, 04:12:07,20.61,snoring
12251,12-10-2020, 04:12:08,19.9,snoring
12252,12-10-2020, 04:12:09,22.93,snoring
12253,12-10-2020, 04:12:10,21.55,snoring
12254,12-10-2020, 04:12:12,22.97,snoring
12255,12-10-2020, 04:12:13,23.04,snoring
12256,12-10-2020, 04:12:15,21.49,snoring
12257,12-10-2020, 04:12:16,23.9,snoring
12258,12-10-2020, 04:12:17,23.92,snoring
12259,12-10-2020, 04:12:18,21.85,snoring
12260,12-10-2020, 04:12:20,21.57,snoring
12261,12-10-2020, 04:12:21,24.77,snoring
12262,12-10-2020, 04:12:22,24.17,snoring
12263,12-10-2020, 04:12:24,23.81,snoring
12264,12-10-2020, 04:12:25,21.87,snoring
12265,12-10-2020, 04:12:26,23.78,snoring
12266,12-10-2020, 04:12:28,21.69,snoring
12267,12-10-2020, 04:12:29,22.07,snoring
12268,12-10-2020, 04:12:30,24.05,snoring
12269,12-10-2020, 04:12:32,22.73,snoring
12270,12-10-2020, 04:12:33,22.13,snoring
12271,12-10-2020, 04:12:34,22.33,snoring
12272,12-10-2020, 04:12:36,20.3,snoring
12273,12-10-2020, 04:12:37,21.4,snoring
12274,12-10-2020, 04:12:38,22.24,snoring
12275,12-10-2020, 04:12:40,20.45,snoring
12276,12-10-2020, 04:12:41,22.93,snoring
12277,12-10-2020, 04:12:42,21.64,snoring
12278,12-10-2020, 04:12:44,22.71,snoring
12279,12-10-2020, 04:12:45,22.21,snoring
12280,12-10-2020, 04:12:46,22.75,snoring
12281,12-10-2020, 04:12:48,23.82,snoring
12282,12-10-2020, 04:12:49,21.6,snoring
12283,12-10-2020, 04:12:50,21.13,snoring
12284,12-10-2020, 04:12:52,23.13,snoring
12285,12-10-2020, 04:12:53,22.33,snoring
12286,12-10-2020, 04:12:54,23.2,snoring
12287,12-10-2020, 04:12:56,23.1,snoring
12288,12-10-2020, 04:12:57,18.64,snoring
12289,12-10-2020, 04:12:58,19.17,snoring
12290,12-10-2020, 04:13:00,19.72,snoring
12291,12-10-2020, 04:13:01,23.67,snoring
12292,12-10-2020, 04:13:02,22.07,snoring
12293,12-10-2020, 04:13:03,22.74,snoring
12294,12-10-2020, 04:13:05,23.36,snoring
12295,12-10-2020, 04:13:06,23.69,snoring
12296,12-10-2020, 04:13:07,24.73,snoring
12297,12-10-2020, 04:13:09,24.62,snoring
12298,12-10-2020, 04:13:10,25.1,snoring
12299,12-10-2020, 04:13:11,24.18,snoring
12300,12-10-2020, 04:13:13,21.79,snoring
12301,12-10-2020, 04:13:14,21.18,snoring
12302,12-10-2020, 04:13:15,21.92,snoring
12303,12-10-2020, 04:13:17,23.7,snoring
12304,12-10-2020, 04:13:18,24.71,snoring
12305,12-10-2020, 04:13:20,24.59,snoring
12306,12-10-2020, 04:13:21,24.01,snoring
12307,12-10-2020, 04:13:22,24.89,snoring
12308,12-10-2020, 04:13:24,24.97,snoring
12309,12-10-2020, 04:13:25,23.45,snoring
12310,12-10-2020, 04:13:26,22.69,snoring
12311,12-10-2020, 04:13:27,22.99,snoring
12312,12-10-2020, 04:13:29,21.74,snoring
12313,12-10-2020, 04:13:30,21.42,snoring
12314,12-10-2020, 04:13:31,21.92,snoring
12315,12-10-2020, 04:13:33,24.71,snoring
12316,12-10-2020, 04:13:34,22.66,snoring
12317,12-10-2020, 04:13:35,20.41,snoring
12318,12-10-2020, 04:13:37,25.63,snoring
12319,12-10-2020, 04:13:38,23.48,snoring
12320,12-10-2020, 04:13:39,21.04,snoring
12321,12-10-2020, 04:13:41,21.9,snoring
12322,12-10-2020, 04:13:42,23.81,snoring
12323,12-10-2020, 04:13:43,22.33,snoring
12324,12-10-2020, 04:13:45,22.5,snoring
12325,12-10-2020, 04:13:46,23.11,snoring
12326,12-10-2020, 04:13:47,22.35,snoring
12327,12-10-2020, 04:13:49,22.71,snoring
12328,12-10-2020, 04:13:50,24.47,snoring
12329,12-10-2020, 04:13:51,21.84,snoring
12330,12-10-2020, 04:13:53,19.93,snoring
12331,12-10-2020, 04:13:54,24.25,snoring
12332,12-10-2020, 04:13:55,23.79,snoring
12333,12-10-2020, 04:13:57,20.47,snoring
12334,12-10-2020, 04:13:58,24.3,snoring
12335,12-10-2020, 04:14:00,23.66,snoring
12336,12-10-2020, 04:14:01,23.67,snoring
12337,12-10-2020, 04:14:02,24.97,snoring
12338,12-10-2020, 04:14:03,24.69,snoring
12339,12-10-2020, 04:14:05,24.99,snoring
12340,12-10-2020, 04:14:06,23.21,snoring
12341,12-10-2020, 04:14:07,23.32,snoring
12342,12-10-2020, 04:14:09,24.12,snoring
12343,12-10-2020, 04:14:10,22.14,snoring
12344,12-10-2020, 04:14:11,22.62,snoring
12345,12-10-2020, 04:14:13,24.05,snoring
12346,12-10-2020, 04:14:14,24.1,snoring
12347,12-10-2020, 04:14:15,22,snoring
12348,12-10-2020, 04:14:17,19.93,snoring
12349,12-10-2020, 04:14:18,21.71,snoring
12350,12-10-2020, 04:14:19,24.26,snoring
12351,12-10-2020, 04:14:20,23.74,snoring
12352,12-10-2020, 04:14:22,23.49,snoring
12353,12-10-2020, 04:14:23,23.45,snoring
12354,12-10-2020, 04:14:25,22.71,snoring
12355,12-10-2020, 04:14:26,23.81,snoring
12356,12-10-2020, 04:14:27,19.52,snoring
12357,12-10-2020, 04:14:29,24.8,snoring
12358,12-10-2020, 04:14:30,22.56,snoring
12359,12-10-2020, 04:14:31,23.43,snoring
12360,12-10-2020, 04:14:33,22.91,snoring
12361,12-10-2020, 04:14:34,23.76,snoring
12362,12-10-2020, 04:14:35,24.12,snoring
12363,12-10-2020, 04:14:37,24.26,snoring
12364,12-10-2020, 04:14:38,23.52,snoring
12365,12-10-2020, 04:14:39,23.01,snoring
12366,12-10-2020, 04:14:41,24.36,snoring
12367,12-10-2020, 04:14:42,23.46,snoring
12368,12-10-2020, 04:14:43,23.6,snoring
12369,12-10-2020, 04:14:45,23.93,snoring
12370,12-10-2020, 04:14:46,24.11,snoring
12371,12-10-2020, 04:14:47,23.54,snoring
12372,12-10-2020, 04:14:49,22.6,snoring
12373,12-10-2020, 04:14:50,23.2,snoring
12374,12-10-2020, 04:14:51,24.34,snoring
12375,12-10-2020, 04:14:53,23.29,snoring
12376,12-10-2020, 04:14:54,22.59,snoring
12377,12-10-2020, 04:14:55,23.98,snoring
12378,12-10-2020, 04:14:57,23.77,snoring
12379,12-10-2020, 04:14:58,24.1,snoring
12380,12-10-2020, 04:14:59,24.22,snoring
12381,12-10-2020, 04:15:01,23.85,snoring
12382,12-10-2020, 04:15:02,23.94,snoring
12383,12-10-2020, 04:15:03,23.38,snoring
12384,12-10-2020, 04:15:05,23.7,snoring
12385,12-10-2020, 04:15:06,23.25,snoring
12386,12-10-2020, 04:15:07,22.78,snoring
12387,12-10-2020, 04:15:09,23.27,snoring
12388,12-10-2020, 04:15:10,24.15,snoring
12389,12-10-2020, 04:15:11,24.06,snoring
12390,12-10-2020, 04:15:13,24.13,snoring
12391,12-10-2020, 04:15:14,23.39,snoring
12392,12-10-2020, 04:15:15,24.13,snoring
12393,12-10-2020, 04:15:17,20.87,snoring
12394,12-10-2020, 04:15:18,23.21,snoring
12395,12-10-2020, 04:15:19,24.43,snoring
12396,12-10-2020, 04:15:21,20.94,snoring
12397,12-10-2020, 04:15:22,21.36,snoring
12398,12-10-2020, 04:15:24,24.32,snoring
12399,12-10-2020, 04:15:25,24.03,snoring
12400,12-10-2020, 04:15:26,22.48,snoring
12401,12-10-2020, 04:15:27,23.39,snoring
12402,12-10-2020, 04:15:29,23.43,snoring
12403,12-10-2020, 04:15:30,21.24,snoring
12404,12-10-2020, 04:15:32,20.46,snoring
12405,12-10-2020, 04:15:33,24.02,snoring
12406,12-10-2020, 04:15:34,24.04,snoring
12407,12-10-2020, 04:15:36,22.77,snoring
12408,12-10-2020, 04:15:37,23.77,snoring
12409,12-10-2020, 04:15:38,23.3,snoring
12410,12-10-2020, 04:15:40,22.46,snoring
12411,12-10-2020, 04:15:41,22.32,snoring
12412,12-10-2020, 04:15:42,24.49,snoring
12413,12-10-2020, 04:15:44,23.65,snoring
12414,12-10-2020, 04:15:45,23.96,snoring
12415,12-10-2020, 04:15:46,23.27,snoring
12416,12-10-2020, 04:15:48,23.74,snoring
12417,12-10-2020, 04:15:49,23.68,snoring
12418,12-10-2020, 04:15:50,24.91,snoring
12419,12-10-2020, 04:15:52,22.62,snoring
12420,12-10-2020, 04:15:53,22.93,snoring
12421,12-10-2020, 04:15:54,22.87,snoring
12422,12-10-2020, 04:15:56,24.36,snoring
12423,12-10-2020, 04:15:57,23.57,snoring
12424,12-10-2020, 04:15:58,22.83,snoring
12425,12-10-2020, 04:16:00,23.31,snoring
12426,12-10-2020, 04:16:01,24.58,snoring
12427,12-10-2020, 04:16:02,22.36,snoring
12428,12-10-2020, 04:16:04,22.77,snoring
12429,12-10-2020, 04:16:05,22.88,snoring
12430,12-10-2020, 04:16:06,24.85,snoring
12431,12-10-2020, 04:16:08,25.05,snoring
12432,12-10-2020, 04:16:09,24.94,snoring
12433,12-10-2020, 04:16:10,20.33,snoring
12434,12-10-2020, 04:16:12,22.07,snoring
12435,12-10-2020, 04:16:13,22.3,snoring
12436,12-10-2020, 04:16:14,24.06,snoring
12437,12-10-2020, 04:16:16,22.38,snoring
12438,12-10-2020, 04:16:17,23.27,snoring
12439,12-10-2020, 04:16:19,24.05,snoring
12440,12-10-2020, 04:16:20,20.85,snoring
12441,12-10-2020, 04:16:21,24.86,snoring
12442,12-10-2020, 04:16:22,24.18,snoring
12443,12-10-2020, 04:16:24,18.64,snoring
12444,12-10-2020, 04:16:25,24.52,snoring
12445,12-10-2020, 04:16:27,24.21,snoring
12446,12-10-2020, 04:16:28,24,snoring
12447,12-10-2020, 04:16:29,23.99,snoring
12448,12-10-2020, 04:16:31,22.77,snoring
12449,12-10-2020, 04:16:32,20.57,snoring
12450,12-10-2020, 04:16:33,19.97,snoring
12451,12-10-2020, 04:16:35,20.55,snoring
12452,12-10-2020, 04:16:36,22.93,snoring
12453,12-10-2020, 04:16:37,24.08,snoring
12454,12-10-2020, 04:16:39,22.48,snoring
12455,12-10-2020, 04:16:40,22.17,snoring
12456,12-10-2020, 04:16:41,20.82,snoring
12457,12-10-2020, 04:16:43,20.64,snoring
12458,12-10-2020, 04:16:44,24.41,snoring
12459,12-10-2020, 04:16:45,24.66,snoring
12460,12-10-2020, 04:16:47,23.03,snoring
12461,12-10-2020, 04:16:48,20.98,snoring
12462,12-10-2020, 04:16:50,21.7,snoring
12463,12-10-2020, 04:16:51,20.2,snoring
12464,12-10-2020, 04:16:52,20.26,snoring
12465,12-10-2020, 04:16:54,21.86,snoring
12466,12-10-2020, 04:16:55,23.3,snoring
12467,12-10-2020, 04:16:56,21.39,snoring
12468,12-10-2020, 04:16:57,21.5,snoring
12469,12-10-2020, 04:16:59,23.24,snoring
12470,12-10-2020, 04:17:00,22.74,snoring
12471,12-10-2020, 04:17:01,24.46,snoring
12472,12-10-2020, 04:17:03,25.36,snoring
12473,12-10-2020, 04:17:04,24.21,snoring
12474,12-10-2020, 04:17:05,24.03,snoring
12475,12-10-2020, 04:17:07,22.96,snoring
12476,12-10-2020, 04:17:08,24.82,snoring
12477,12-10-2020, 04:17:09,24.27,snoring
12478,12-10-2020, 04:17:11,23.85,snoring
12479,12-10-2020, 04:17:12,24.04,snoring
12480,12-10-2020, 04:17:14,23.79,snoring
12481,12-10-2020, 04:17:15,21.88,snoring
12482,12-10-2020, 04:17:16,20.77,snoring
12483,12-10-2020, 04:17:18,23.95,snoring
12484,12-10-2020, 04:17:19,24.44,snoring
12485,12-10-2020, 04:17:20,22.97,snoring
12486,12-10-2020, 04:17:21,23.52,snoring
12487,12-10-2020, 04:17:23,23.58,snoring
12488,12-10-2020, 04:17:24,23.73,snoring
12489,12-10-2020, 04:17:26,23.06,snoring
12490,12-10-2020, 04:17:27,24.21,snoring
12491,12-10-2020, 04:17:28,24.2,snoring
12492,12-10-2020, 04:17:30,23.69,snoring
12493,12-10-2020, 04:17:31,23.58,snoring
12494,12-10-2020, 04:17:32,23.44,snoring
12495,12-10-2020, 04:17:33,23.64,snoring
12496,12-10-2020, 04:17:35,21.64,snoring
12497,12-10-2020, 04:17:36,23.88,snoring
12498,12-10-2020, 04:17:37,22.62,snoring
12499,12-10-2020, 04:17:39,23.86,snoring
12500,12-10-2020, 04:17:40,23.59,snoring
12501,12-10-2020, 04:17:41,24.58,snoring
12502,12-10-2020, 04:17:43,24.07,snoring
12503,12-10-2020, 04:17:44,22.27,snoring
12504,12-10-2020, 04:17:45,22.45,snoring
12505,12-10-2020, 04:17:47,22.6,snoring
12506,12-10-2020, 04:17:48,21.9,snoring
12507,12-10-2020, 04:17:50,22.03,snoring
12508,12-10-2020, 04:17:51,23.82,snoring
12509,12-10-2020, 04:17:52,23.87,snoring
12510,12-10-2020, 04:17:53,22.83,snoring
12511,12-10-2020, 04:17:55,22.54,snoring
12512,12-10-2020, 04:17:56,23.92,snoring
12513,12-10-2020, 04:17:57,24.75,snoring
12514,12-10-2020, 04:17:59,22.46,snoring
12515,12-10-2020, 04:18:00,24.08,snoring
12516,12-10-2020, 04:18:01,22.36,snoring
12517,12-10-2020, 04:18:03,21.09,snoring
12518,12-10-2020, 04:18:04,23.35,snoring
12519,12-10-2020, 04:18:05,24.23,snoring
12520,12-10-2020, 04:18:07,23.96,snoring
12521,12-10-2020, 04:18:08,22.43,snoring
12522,12-10-2020, 04:18:09,22.47,snoring
12523,12-10-2020, 04:18:11,24.54,snoring
12524,12-10-2020, 04:18:12,24.38,snoring
12525,12-10-2020, 04:18:14,23.89,snoring
12526,12-10-2020, 04:18:15,21.68,snoring
12527,12-10-2020, 04:18:16,22.47,snoring
12528,12-10-2020, 04:18:18,22.32,snoring
12529,12-10-2020, 04:18:19,23.28,snoring
12530,12-10-2020, 04:18:20,22.58,snoring
12531,12-10-2020, 04:18:21,21.55,snoring
12532,12-10-2020, 04:18:23,24.49,snoring
12533,12-10-2020, 04:18:24,24.55,snoring
12534,12-10-2020, 04:18:26,24.65,snoring
12535,12-10-2020, 04:18:27,22.79,snoring
12536,12-10-2020, 04:18:28,22.75,snoring
12537,12-10-2020, 04:18:30,24.7,snoring
12538,12-10-2020, 04:18:31,22.63,snoring
12539,12-10-2020, 04:18:32,20.78,snoring
12540,12-10-2020, 04:18:34,22.94,snoring
12541,12-10-2020, 04:18:35,23.45,snoring
12542,12-10-2020, 04:18:36,22.61,snoring
12543,12-10-2020, 04:18:38,24.65,snoring
12544,12-10-2020, 04:18:39,21.53,snoring
12545,12-10-2020, 04:18:40,20.88,snoring
12546,12-10-2020, 04:18:41,23.34,snoring
12547,12-10-2020, 04:18:43,23.62,snoring
12548,12-10-2020, 04:18:44,24.19,snoring
12549,12-10-2020, 04:18:45,24.08,snoring
12550,12-10-2020, 04:18:47,24.11,snoring
12551,12-10-2020, 04:18:48,23.36,snoring
12552,12-10-2020, 04:18:49,22.61,snoring
12553,12-10-2020, 04:18:51,24.23,snoring
12554,12-10-2020, 04:18:52,23.68,snoring
12555,12-10-2020, 04:18:53,23.31,snoring
12556,12-10-2020, 04:18:55,24.05,snoring
12557,12-10-2020, 04:18:56,23.45,snoring
12558,12-10-2020, 04:18:57,24.26,snoring
12559,12-10-2020, 04:18:59,23.44,snoring
12560,12-10-2020, 04:19:00,22.6,snoring
12561,12-10-2020, 04:19:01,23.87,snoring
12562,12-10-2020, 04:19:03,23.34,snoring
12563,12-10-2020, 04:19:04,24.62,snoring
12564,12-10-2020, 04:19:05,22.53,snoring
12565,12-10-2020, 04:19:07,22.48,snoring
12566,12-10-2020, 04:19:08,23.56,snoring
12567,12-10-2020, 04:19:09,23.69,snoring
12568,12-10-2020, 04:19:11,23.03,snoring
12569,12-10-2020, 04:19:12,23.56,snoring
12570,12-10-2020, 04:19:14,23.08,snoring
12571,12-10-2020, 04:19:15,23.25,snoring
12572,12-10-2020, 04:19:16,21.22,snoring
12573,12-10-2020, 04:19:17,23.29,snoring
12574,12-10-2020, 04:19:19,22.97,snoring
12575,12-10-2020, 04:19:20,23.24,snoring
12576,12-10-2020, 04:19:22,24.39,snoring
12577,12-10-2020, 04:19:23,23.08,snoring
12578,12-10-2020, 04:19:24,23.71,snoring
12579,12-10-2020, 04:19:26,22.28,snoring
12580,12-10-2020, 04:19:27,24.64,snoring
12581,12-10-2020, 04:19:28,23.18,snoring
12582,12-10-2020, 04:19:29,21.03,snoring
12583,12-10-2020, 04:19:31,23.88,snoring
12584,12-10-2020, 04:19:32,21.16,snoring
12585,12-10-2020, 04:19:34,22.22,snoring
12586,12-10-2020, 04:19:35,23.48,snoring
12587,12-10-2020, 04:19:36,21.33,snoring
12588,12-10-2020, 04:19:38,22.05,snoring
12589,12-10-2020, 04:19:39,24.44,snoring
12590,12-10-2020, 04:19:40,23.99,snoring
12591,12-10-2020, 04:19:41,23.79,snoring
12592,12-10-2020, 04:19:43,23.27,snoring
12593,12-10-2020, 04:19:44,24.61,snoring
12594,12-10-2020, 04:19:46,24.69,snoring
12595,12-10-2020, 04:19:47,24.6,snoring
12596,12-10-2020, 04:19:48,22.93,snoring
12597,12-10-2020, 04:19:50,22.99,snoring
12598,12-10-2020, 04:19:51,20.33,snoring
12599,12-10-2020, 04:19:52,20.34,snoring
12600,12-10-2020, 04:19:54,24.61,snoring
12601,12-10-2020, 04:19:55,24.66,snoring
12602,12-10-2020, 04:19:56,24.16,snoring
12603,12-10-2020, 04:19:58,24.45,snoring
12604,12-10-2020, 04:19:59,23.05,snoring
12605,12-10-2020, 04:20:00,25.17,snoring
12606,12-10-2020, 04:20:02,21.56,snoring
12607,12-10-2020, 04:20:03,22.47,snoring
12608,12-10-2020, 04:20:04,21.7,snoring
12609,12-10-2020, 04:20:05,23.45,snoring
12610,12-10-2020, 04:20:07,23.71,snoring
12611,12-10-2020, 04:20:08,24.35,snoring
12612,12-10-2020, 04:20:09,24.66,snoring
12613,12-10-2020, 04:20:11,22.1,snoring
12614,12-10-2020, 04:20:12,24.68,snoring
12615,12-10-2020, 04:20:14,21.64,snoring
12616,12-10-2020, 04:20:15,24.23,snoring
12617,12-10-2020, 04:20:16,21.23,snoring
12618,12-10-2020, 04:20:17,24.53,snoring
12619,12-10-2020, 04:20:19,24.41,snoring
12620,12-10-2020, 04:20:20,20.18,snoring
12621,12-10-2020, 04:20:21,24.71,snoring
12622,12-10-2020, 04:20:23,24.61,snoring
12623,12-10-2020, 04:20:24,23.63,snoring
12624,12-10-2020, 04:20:26,24.8,snoring
12625,12-10-2020, 04:20:27,25.06,snoring
12626,12-10-2020, 04:20:28,22.56,snoring
12627,12-10-2020, 04:20:29,22.05,snoring
12628,12-10-2020, 04:20:31,23.23,snoring
12629,12-10-2020, 04:20:32,22.58,snoring
12630,12-10-2020, 04:20:34,21.98,snoring
12631,12-10-2020, 04:20:35,23.65,snoring
12632,12-10-2020, 04:20:36,23.2,snoring
12633,12-10-2020, 04:20:38,24.55,snoring
12634,12-10-2020, 04:20:39,24.19,snoring
12635,12-10-2020, 04:20:40,25.34,snoring
12636,12-10-2020, 04:20:41,19.3,snoring
12637,12-10-2020, 04:20:43,20.2,snoring
12638,12-10-2020, 04:20:44,24.15,snoring
12639,12-10-2020, 04:20:45,20.97,snoring
12640,12-10-2020, 04:20:47,21.68,snoring
12641,12-10-2020, 04:20:48,22.41,snoring
12642,12-10-2020, 04:20:50,21.65,snoring
12643,12-10-2020, 04:20:51,22.55,snoring
12644,12-10-2020, 04:20:53,21.82,snoring
12645,12-10-2020, 04:20:54,22.53,snoring
12646,12-10-2020, 04:20:55,20.24,snoring
12647,12-10-2020, 04:20:57,24.69,snoring
12648,12-10-2020, 04:20:58,21.99,snoring
12649,12-10-2020, 04:20:59,21.24,snoring
12650,12-10-2020, 04:21:01,20.82,snoring
12651,12-10-2020, 04:21:02,24.35,snoring
12652,12-10-2020, 04:21:04,24.33,snoring
12653,12-10-2020, 04:21:05,22.91,snoring
12654,12-10-2020, 04:21:06,19.02,snoring
12655,12-10-2020, 04:21:08,23.8,snoring
12656,12-10-2020, 04:21:09,23.45,snoring
12657,12-10-2020, 04:21:10,22.99,snoring
12658,12-10-2020, 04:21:12,21.91,snoring
12659,12-10-2020, 04:21:13,21.82,snoring
12660,12-10-2020, 04:21:14,23.5,snoring
12661,12-10-2020, 04:21:16,23.58,snoring
12662,12-10-2020, 04:21:17,24.46,snoring
12663,12-10-2020, 04:21:18,24.01,snoring
12664,12-10-2020, 04:21:20,22.21,snoring
12665,12-10-2020, 04:21:21,23.56,snoring
12666,12-10-2020, 04:21:22,23.83,snoring
12667,12-10-2020, 04:21:24,17.7,snoring
12668,12-10-2020, 04:21:25,17.55,snoring
12669,12-10-2020, 04:21:26,21.94,snoring
12670,12-10-2020, 04:21:28,21.51,snoring
12671,12-10-2020, 04:21:29,20.18,snoring
12672,12-10-2020, 04:21:30,23.01,snoring
12673,12-10-2020, 04:21:32,21.5,snoring
12674,12-10-2020, 04:21:33,22.68,snoring
12675,12-10-2020, 04:21:34,21.6,snoring
12676,12-10-2020, 04:21:36,22.74,snoring
12677,12-10-2020, 04:21:37,22.2,snoring
12678,12-10-2020, 04:21:38,22.64,snoring
12679,12-10-2020, 04:21:40,22.21,snoring
12680,12-10-2020, 04:21:41,17.66,snoring
12681,12-10-2020, 04:21:43,18.32,snoring
12682,12-10-2020, 04:21:45,17.51,snoring
12683,12-10-2020, 04:21:47,19.89,snoring
12684,12-10-2020, 04:21:48,18.12,snoring
12685,12-10-2020, 04:21:49,22.33,snoring
12686,12-10-2020, 04:21:51,20.9,snoring
12687,12-10-2020, 04:21:52,19.87,snoring
12688,12-10-2020, 04:21:53,22.49,snoring
12689,12-10-2020, 04:21:55,21.91,snoring
12690,12-10-2020, 04:21:56,19.76,snoring
12691,12-10-2020, 04:21:58,21.51,snoring
12692,12-10-2020, 04:21:59,21.62,snoring
12693,12-10-2020, 04:22:00,24.13,snoring
12694,12-10-2020, 04:22:02,24.72,snoring
12695,12-10-2020, 04:22:03,23.88,snoring
12696,12-10-2020, 04:22:04,23.44,snoring
12697,12-10-2020, 04:22:06,22.6,snoring
12698,12-10-2020, 04:22:07,22.58,snoring
12699,12-10-2020, 04:22:08,23.21,snoring
12700,12-10-2020, 04:22:10,22.65,snoring
12701,12-10-2020, 04:22:11,23.56,snoring
12702,12-10-2020, 04:22:12,24.3,snoring
12703,12-10-2020, 04:22:14,22.3,snoring
12704,12-10-2020, 04:22:15,23.51,snoring
12705,12-10-2020, 04:22:17,24.03,snoring
12706,12-10-2020, 04:22:18,24.58,snoring
12707,12-10-2020, 04:22:19,24.85,snoring
12708,12-10-2020, 04:22:20,24.56,snoring
12709,12-10-2020, 04:22:22,24.17,snoring
12710,12-10-2020, 04:22:23,23.14,snoring
12711,12-10-2020, 04:22:24,23.37,snoring
12712,12-10-2020, 04:22:26,23.71,snoring
12713,12-10-2020, 04:22:27,21.3,snoring
12714,12-10-2020, 04:22:28,21.04,snoring
12715,12-10-2020, 04:22:30,23.41,snoring
12716,12-10-2020, 04:22:31,23.23,snoring
12717,12-10-2020, 04:22:32,23.02,snoring
12718,12-10-2020, 04:22:34,22.79,snoring
12719,12-10-2020, 04:22:35,22.04,snoring
12720,12-10-2020, 04:22:36,24.1,snoring
12721,12-10-2020, 04:22:38,23.47,snoring
12722,12-10-2020, 04:22:39,22.72,snoring
12723,12-10-2020, 04:22:41,24.53,snoring
12724,12-10-2020, 04:22:42,23.64,snoring
12725,12-10-2020, 04:22:43,23.55,snoring
12726,12-10-2020, 04:22:44,22.57,snoring
12727,12-10-2020, 04:22:46,22.44,snoring
12728,12-10-2020, 04:22:47,21.22,snoring
12729,12-10-2020, 04:22:48,21.31,snoring
12730,12-10-2020, 04:22:50,21.03,snoring
12731,12-10-2020, 04:22:51,23.43,snoring
12732,12-10-2020, 04:22:52,22.43,snoring
12733,12-10-2020, 04:22:54,21.27,snoring
12734,12-10-2020, 04:22:55,21.15,snoring
12735,12-10-2020, 04:22:56,23.67,snoring
12736,12-10-2020, 04:22:58,24.56,snoring
12737,12-10-2020, 04:22:59,22.11,snoring
12738,12-10-2020, 04:23:00,22.71,snoring
12739,12-10-2020, 04:23:02,23.98,snoring
12740,12-10-2020, 04:23:03,21.09,snoring
12741,12-10-2020, 04:23:04,22.63,snoring
12742,12-10-2020, 04:23:06,21.8,snoring
12743,12-10-2020, 04:23:07,21.87,snoring
12744,12-10-2020, 04:23:08,21.47,snoring
12745,12-10-2020, 04:23:10,22.43,snoring
12746,12-10-2020, 04:23:11,25.58,snoring
