Index,Dates,Time,Score,Class
3537,12-10-2020, 00:43:47,22.72,snoring
3538,12-10-2020, 00:43:48,24.39,snoring
3539,12-10-2020, 00:43:49,24.23,snoring
3540,12-10-2020, 00:43:51,23.91,snoring
3541,12-10-2020, 00:43:52,23.81,snoring
3542,12-10-2020, 00:43:53,23.75,snoring
3543,12-10-2020, 00:43:54,24.92,snoring
3544,12-10-2020, 00:43:55,24.9,snoring
3545,12-10-2020, 00:43:57,24.71,snoring
3546,12-10-2020, 00:43:58,23.5,snoring
3547,12-10-2020, 00:43:59,23.22,snoring
3548,12-10-2020, 00:44:00,23.13,snoring
3549,12-10-2020, 00:44:01,23.46,snoring
3550,12-10-2020, 00:44:03,23.19,snoring
3551,12-10-2020, 00:44:04,22.77,snoring
3552,12-10-2020, 00:44:05,22.49,snoring
3553,12-10-2020, 00:44:06,23.73,snoring
3554,12-10-2020, 00:44:07,23.32,snoring
3555,12-10-2020, 00:44:08,24.33,snoring
3556,12-10-2020, 00:44:10,23.99,snoring
3557,12-10-2020, 00:44:11,21.39,snoring
3558,12-10-2020, 00:44:13,21,snoring
3559,12-10-2020, 00:44:14,21.88,snoring
3560,12-10-2020, 00:44:15,23.28,snoring
3561,12-10-2020, 00:44:16,23.69,snoring
3562,12-10-2020, 00:44:17,24.17,snoring
3563,12-10-2020, 00:44:18,21.53,snoring
3564,12-10-2020, 00:44:19,21.46,snoring
3565,12-10-2020, 00:44:20,23.91,snoring
3566,12-10-2020, 00:44:22,23.87,snoring
3567,12-10-2020, 00:44:23,23.8,snoring
3568,12-10-2020, 00:44:24,21.93,snoring
3569,12-10-2020, 00:44:25,21.38,snoring
3570,12-10-2020, 00:44:26,23.78,snoring
3571,12-10-2020, 00:44:27,23.95,snoring
3572,12-10-2020, 00:44:29,24.31,snoring
3573,12-10-2020, 00:44:30,23.93,snoring
3574,12-10-2020, 00:44:31,23.73,snoring
3575,12-10-2020, 00:44:32,21.03,snoring
3576,12-10-2020, 00:44:33,20.43,snoring
3577,12-10-2020, 00:44:34,20.71,snoring
3578,12-10-2020, 00:44:35,22.39,snoring
3579,12-10-2020, 00:44:36,22.08,snoring
3580,12-10-2020, 00:44:37,22.11,snoring
3581,12-10-2020, 00:44:39,21.67,snoring
3582,12-10-2020, 00:44:40,22.88,snoring
3583,12-10-2020, 00:44:41,21.6,snoring
3584,12-10-2020, 00:44:42,23.87,snoring
3585,12-10-2020, 00:44:43,24.8,snoring
3586,12-10-2020, 00:44:45,21.98,snoring
3587,12-10-2020, 00:44:46,22.31,snoring
3588,12-10-2020, 00:44:47,22.92,snoring
3589,12-10-2020, 00:44:48,23.3,snoring
3590,12-10-2020, 00:44:49,23.99,snoring
3591,12-10-2020, 00:44:50,21.75,snoring
3592,12-10-2020, 00:44:51,21.16,snoring
3593,12-10-2020, 00:44:52,20.49,snoring
3594,12-10-2020, 00:44:54,21.21,snoring
3595,12-10-2020, 00:44:55,23.21,snoring
3596,12-10-2020, 00:44:56,24.41,snoring
3597,12-10-2020, 00:44:57,24.4,snoring
3598,12-10-2020, 00:44:58,24.55,snoring
3599,12-10-2020, 00:44:59,24.04,snoring
3600,12-10-2020, 00:45:00,23.68,snoring
3601,12-10-2020, 00:45:01,23.82,snoring
3602,12-10-2020, 00:45:03,22.27,snoring
3603,12-10-2020, 00:45:04,21.93,snoring
3604,12-10-2020, 00:45:05,21.95,snoring
3605,12-10-2020, 00:45:06,22.89,snoring
3606,12-10-2020, 00:45:07,22.54,snoring
3607,12-10-2020, 00:45:08,24.26,snoring
3608,12-10-2020, 00:45:10,23.09,snoring
3609,12-10-2020, 00:45:11,23.9,snoring
3610,12-10-2020, 00:45:12,24.44,snoring
3611,12-10-2020, 00:45:13,24.94,snoring
3612,12-10-2020, 00:45:14,23.92,snoring
3613,12-10-2020, 00:45:15,23.15,snoring
3614,12-10-2020, 00:45:16,23.34,snoring
3615,12-10-2020, 00:45:18,21.45,snoring
3616,12-10-2020, 00:45:19,21.14,snoring
3617,12-10-2020, 00:45:20,21.89,snoring
3618,12-10-2020, 00:45:21,21.73,snoring
3619,12-10-2020, 00:45:22,23.75,snoring
3620,12-10-2020, 00:45:23,23.36,snoring
3621,12-10-2020, 00:45:24,24.55,snoring
3622,12-10-2020, 00:45:25,24.62,snoring
3623,12-10-2020, 00:45:27,22.61,snoring
3624,12-10-2020, 00:45:28,24.6,snoring
3625,12-10-2020, 00:45:29,24.61,snoring
3626,12-10-2020, 00:45:30,23.6,snoring
3627,12-10-2020, 00:45:31,24.29,snoring
3628,12-10-2020, 00:45:33,24.02,snoring
3629,12-10-2020, 00:45:34,23.07,snoring
3630,12-10-2020, 00:45:35,23.58,snoring
3631,12-10-2020, 00:45:36,20.4,snoring
3632,12-10-2020, 00:45:37,20.84,snoring
3633,12-10-2020, 00:45:39,23.67,snoring
3634,12-10-2020, 00:45:40,23.72,snoring
3635,12-10-2020, 00:45:41,24.08,snoring
3636,12-10-2020, 00:45:42,23.75,snoring
3637,12-10-2020, 00:45:43,19.94,snoring
3638,12-10-2020, 00:45:44,23.87,snoring
3639,12-10-2020, 00:45:46,23.72,snoring
3640,12-10-2020, 00:45:47,23.69,snoring
3641,12-10-2020, 00:45:48,23.43,snoring
3642,12-10-2020, 00:45:49,24.09,snoring
3643,12-10-2020, 00:45:51,24.09,snoring
3644,12-10-2020, 00:45:52,21.41,snoring
3645,12-10-2020, 00:45:53,24.53,snoring
3646,12-10-2020, 00:45:54,24.1,snoring
3647,12-10-2020, 00:45:55,23.41,snoring
3648,12-10-2020, 00:45:56,24.62,snoring
3649,12-10-2020, 00:45:58,24.03,snoring
3650,12-10-2020, 00:45:59,24.84,snoring
3651,12-10-2020, 00:46:00,24.54,snoring
3652,12-10-2020, 00:46:01,24.51,snoring
3653,12-10-2020, 00:46:02,23.33,snoring
3654,12-10-2020, 00:46:03,24.4,snoring
3655,12-10-2020, 00:46:05,25.36,snoring
3656,12-10-2020, 00:46:06,25.22,snoring
3657,12-10-2020, 00:46:07,25.34,snoring
3658,12-10-2020, 00:46:08,24.83,snoring
3659,12-10-2020, 00:46:09,24.48,snoring
3660,12-10-2020, 00:46:10,22.35,snoring
3661,12-10-2020, 00:46:11,24.75,snoring
3662,12-10-2020, 00:46:13,25.63,snoring
3663,12-10-2020, 00:46:14,25.9,snoring
3664,12-10-2020, 00:46:15,24.59,snoring
3665,12-10-2020, 00:46:16,25.58,snoring
3666,12-10-2020, 00:46:17,27.39,snoring
3667,12-10-2020, 00:46:18,24.16,snoring
3668,12-10-2020, 00:46:19,24.5,snoring
3669,12-10-2020, 00:46:20,23.78,snoring
3670,12-10-2020, 00:46:22,22.75,snoring
3671,12-10-2020, 00:46:23,24.21,snoring
3672,12-10-2020, 00:46:24,24.21,snoring
3673,12-10-2020, 00:46:26,24.16,snoring
3674,12-10-2020, 00:46:27,25.13,snoring
3675,12-10-2020, 00:46:28,24.47,snoring
3676,12-10-2020, 00:46:29,24.79,snoring
3677,12-10-2020, 00:46:30,23.13,snoring
3678,12-10-2020, 00:46:31,23.21,snoring
3679,12-10-2020, 00:46:33,23.86,snoring
3680,12-10-2020, 00:46:34,24.64,snoring
3681,12-10-2020, 00:46:35,24.1,snoring
3682,12-10-2020, 00:46:36,24.36,snoring
3683,12-10-2020, 00:46:37,24,snoring
3684,12-10-2020, 00:46:39,23.58,snoring
3685,12-10-2020, 00:46:40,23.31,snoring
3686,12-10-2020, 00:46:41,23.96,snoring
3687,12-10-2020, 00:46:42,24.32,snoring
3688,12-10-2020, 00:46:43,20.85,snoring
3689,12-10-2020, 00:46:44,23.92,snoring
3690,12-10-2020, 00:46:45,23.51,snoring
3691,12-10-2020, 00:46:47,20.87,snoring
3692,12-10-2020, 00:46:48,24.82,snoring
3693,12-10-2020, 00:46:49,25.36,snoring
3694,12-10-2020, 00:46:50,23.8,snoring
3695,12-10-2020, 00:46:51,22.31,snoring
3696,12-10-2020, 00:46:52,22.99,snoring
3697,12-10-2020, 00:46:53,24.46,snoring
3698,12-10-2020, 00:46:55,24.88,snoring
3699,12-10-2020, 00:46:56,25.94,snoring
3700,12-10-2020, 00:46:57,22.45,snoring
3701,12-10-2020, 00:46:58,22.05,snoring
3702,12-10-2020, 00:46:59,24.62,snoring
3703,12-10-2020, 00:47:00,25.11,snoring
3704,12-10-2020, 00:47:01,24.6,snoring
3705,12-10-2020, 00:47:03,25.3,snoring
3706,12-10-2020, 00:47:04,24.04,snoring
3707,12-10-2020, 00:47:05,23.34,snoring
3708,12-10-2020, 00:47:06,23.65,snoring
3709,12-10-2020, 00:47:07,24.09,snoring
3710,12-10-2020, 00:47:09,24.71,snoring
3711,12-10-2020, 00:47:10,19.77,snoring
3712,12-10-2020, 00:47:11,19.9,snoring
3713,12-10-2020, 00:47:12,20.4,snoring
3714,12-10-2020, 00:47:13,25.81,snoring
3715,12-10-2020, 00:47:14,22.79,snoring
3716,12-10-2020, 00:47:16,23.63,snoring
3717,12-10-2020, 00:47:17,18.98,snoring
3718,12-10-2020, 00:47:18,18.13,snoring
3719,12-10-2020, 00:47:19,18.87,snoring
3720,12-10-2020, 00:47:21,26.19,snoring
3721,12-10-2020, 00:47:22,26.71,snoring
3722,12-10-2020, 00:47:24,26.52,snoring
3723,12-10-2020, 00:47:25,25.95,snoring
3724,12-10-2020, 00:47:26,22.22,snoring
3725,12-10-2020, 00:47:27,25.32,snoring
3726,12-10-2020, 00:47:28,23.57,snoring
3727,12-10-2020, 00:47:29,23.17,snoring
3728,12-10-2020, 00:47:30,25.6,snoring
3729,12-10-2020, 00:47:31,25.91,snoring
3730,12-10-2020, 00:47:33,24.83,snoring
3731,12-10-2020, 00:47:34,25.97,snoring
3732,12-10-2020, 00:47:35,26.39,snoring
3733,12-10-2020, 00:47:36,25.61,snoring
3734,12-10-2020, 00:47:37,25.17,snoring
3735,12-10-2020, 00:47:39,24.32,snoring
3736,12-10-2020, 00:47:40,24.94,snoring
3737,12-10-2020, 00:47:41,24.69,snoring
3738,12-10-2020, 00:47:42,22.77,snoring
3739,12-10-2020, 00:47:43,22.89,snoring
3740,12-10-2020, 00:47:44,25.78,snoring
3741,12-10-2020, 00:47:46,25.27,snoring
3742,12-10-2020, 00:47:47,22.17,snoring
3743,12-10-2020, 00:47:48,21.43,snoring
3744,12-10-2020, 00:47:49,24.7,snoring
3745,12-10-2020, 00:47:50,25.74,snoring
3746,12-10-2020, 00:47:51,25.45,snoring
3747,12-10-2020, 00:47:53,25.19,snoring
3748,12-10-2020, 00:47:54,26.38,snoring
3749,12-10-2020, 00:47:55,25.12,snoring
3750,12-10-2020, 00:47:56,25.06,snoring
3751,12-10-2020, 00:47:57,25.17,snoring
3752,12-10-2020, 00:47:58,25.65,snoring
3753,12-10-2020, 00:47:59,25.33,snoring
3754,12-10-2020, 00:48:00,23.95,snoring
3755,12-10-2020, 00:48:02,23.51,snoring
3756,12-10-2020, 00:48:03,23.16,snoring
3757,12-10-2020, 00:48:04,22.91,snoring
3758,12-10-2020, 00:48:05,24.77,snoring
3759,12-10-2020, 00:48:06,22.88,snoring
3760,12-10-2020, 00:48:07,22.3,snoring
3761,12-10-2020, 00:48:08,24.69,snoring
3762,12-10-2020, 00:48:10,23.18,snoring
3763,12-10-2020, 00:48:11,26.15,snoring
3764,12-10-2020, 00:48:12,27.2,snoring
3765,12-10-2020, 00:48:13,27.65,snoring
3766,12-10-2020, 00:48:14,25.86,snoring
3767,12-10-2020, 00:48:16,26.71,snoring
3768,12-10-2020, 00:48:17,24,snoring
3769,12-10-2020, 00:48:18,23.06,snoring
3770,12-10-2020, 00:48:19,25.32,snoring
3771,12-10-2020, 00:48:20,23.86,snoring
3772,12-10-2020, 00:48:21,23.59,snoring
3773,12-10-2020, 00:48:23,25.58,snoring
3774,12-10-2020, 00:48:24,26.11,snoring
3775,12-10-2020, 00:48:25,26.05,snoring
3776,12-10-2020, 00:48:26,25.87,snoring
3777,12-10-2020, 00:48:27,25.87,snoring
3778,12-10-2020, 00:48:28,25.96,snoring
3779,12-10-2020, 00:48:29,25.91,snoring
3780,12-10-2020, 00:48:31,25.59,snoring
3781,12-10-2020, 00:48:32,27.19,snoring
3782,12-10-2020, 00:48:33,27.06,snoring
3783,12-10-2020, 00:48:34,26.56,snoring
3784,12-10-2020, 00:48:35,27.41,snoring
3785,12-10-2020, 00:48:36,28.14,snoring
3786,12-10-2020, 00:48:37,26.25,snoring
3787,12-10-2020, 00:48:39,26,snoring
3788,12-10-2020, 00:48:40,26.32,snoring
3789,12-10-2020, 00:48:42,26.75,snoring
3790,12-10-2020, 00:48:43,27.44,snoring
3791,12-10-2020, 00:48:44,26.58,snoring
3792,12-10-2020, 00:48:45,25.62,snoring
3793,12-10-2020, 00:48:46,25.61,snoring
3794,12-10-2020, 00:48:47,27.57,snoring
3795,12-10-2020, 00:48:48,27.24,snoring
3796,12-10-2020, 00:48:49,26.31,snoring
3797,12-10-2020, 00:48:51,26.53,snoring
3798,12-10-2020, 00:48:52,25.23,snoring
3799,12-10-2020, 00:48:53,24.46,snoring
3800,12-10-2020, 00:48:54,24.37,snoring
3801,12-10-2020, 00:48:55,24.17,snoring
3802,12-10-2020, 00:48:57,24.47,snoring
3803,12-10-2020, 00:48:58,23.89,snoring
3804,12-10-2020, 00:48:59,25.98,snoring
3805,12-10-2020, 00:49:01,24.32,snoring
3806,12-10-2020, 00:49:02,21.05,snoring
3807,12-10-2020, 00:49:03,22.88,snoring
3808,12-10-2020, 00:49:04,22.64,snoring
3809,12-10-2020, 00:49:05,25.34,snoring
3810,12-10-2020, 00:49:06,23.62,snoring
3811,12-10-2020, 00:49:08,24.44,snoring
3812,12-10-2020, 00:49:09,24.02,snoring
3813,12-10-2020, 00:49:10,23.37,snoring
3814,12-10-2020, 00:49:11,23.7,snoring
3815,12-10-2020, 00:49:12,24.64,snoring
3816,12-10-2020, 00:49:13,25.4,snoring
3817,12-10-2020, 00:49:14,25.39,snoring
3818,12-10-2020, 00:49:16,25.2,snoring
3819,12-10-2020, 00:49:17,25.14,snoring
3820,12-10-2020, 00:49:18,24.87,snoring
3821,12-10-2020, 00:49:20,23.48,snoring
3822,12-10-2020, 00:49:21,23.75,snoring
3823,12-10-2020, 00:49:22,24.59,snoring
3824,12-10-2020, 00:49:23,24.02,snoring
3825,12-10-2020, 00:49:24,23.94,snoring
3826,12-10-2020, 00:49:26,24.83,snoring
3827,12-10-2020, 00:49:27,25.19,snoring
3828,12-10-2020, 00:49:28,24.82,snoring
3829,12-10-2020, 00:49:29,25.3,snoring
3830,12-10-2020, 00:49:30,25.57,snoring
3831,12-10-2020, 00:49:32,26.32,snoring
3832,12-10-2020, 00:49:33,27.21,snoring
3833,12-10-2020, 00:49:34,27.05,snoring
3834,12-10-2020, 00:49:35,24.8,snoring
3835,12-10-2020, 00:49:36,24.17,snoring
3836,12-10-2020, 00:49:38,23.89,snoring
3837,12-10-2020, 00:49:39,23.53,snoring
3838,12-10-2020, 00:49:40,23.68,snoring
3839,12-10-2020, 00:49:41,24.49,snoring
3840,12-10-2020, 00:49:42,24.56,snoring
3841,12-10-2020, 00:49:44,24.11,snoring
3842,12-10-2020, 00:49:45,24.28,snoring
3843,12-10-2020, 00:49:46,24.91,snoring
3844,12-10-2020, 00:49:47,24.87,snoring
3845,12-10-2020, 00:49:48,22.93,snoring
3846,12-10-2020, 00:49:50,24.36,snoring
3847,12-10-2020, 00:49:51,24.58,snoring
3848,12-10-2020, 00:49:52,24.84,snoring
3849,12-10-2020, 00:49:53,24.75,snoring
3850,12-10-2020, 00:49:54,24.46,snoring
3851,12-10-2020, 00:49:56,23.87,snoring
3852,12-10-2020, 00:49:57,23.6,snoring
3853,12-10-2020, 00:49:58,22.89,snoring
3854,12-10-2020, 00:49:59,25.24,snoring
3855,12-10-2020, 00:50:00,25.26,snoring
3856,12-10-2020, 00:50:02,23.41,snoring
3857,12-10-2020, 00:50:03,23.8,snoring
3858,12-10-2020, 00:50:04,23.97,snoring
3859,12-10-2020, 00:50:05,24.39,snoring
3860,12-10-2020, 00:50:06,24.17,snoring
3861,12-10-2020, 00:50:08,21.83,snoring
3862,12-10-2020, 00:50:09,21.74,snoring
3863,12-10-2020, 00:50:10,22.47,snoring
3864,12-10-2020, 00:50:11,23.13,snoring
3865,12-10-2020, 00:50:12,22.5,snoring
3866,12-10-2020, 00:50:13,23.93,snoring
3867,12-10-2020, 00:50:15,24.23,snoring
3868,12-10-2020, 00:50:16,20.92,snoring
3869,12-10-2020, 00:50:17,22.36,snoring
3870,12-10-2020, 00:50:18,21.62,snoring
3871,12-10-2020, 00:50:19,20.76,snoring
3872,12-10-2020, 00:50:20,23.75,snoring
3873,12-10-2020, 00:50:21,24.13,snoring
3874,12-10-2020, 00:50:23,24.55,snoring
3875,12-10-2020, 00:50:24,24.2,snoring
3876,12-10-2020, 00:50:25,24.18,snoring
3877,12-10-2020, 00:50:26,24.42,snoring
3878,12-10-2020, 00:50:27,24.54,snoring
3879,12-10-2020, 00:50:28,24.73,snoring
3880,12-10-2020, 00:50:29,21.64,snoring
3881,12-10-2020, 00:50:31,21.62,snoring
3882,12-10-2020, 00:50:32,24.59,snoring
3883,12-10-2020, 00:50:33,24.41,snoring
3884,12-10-2020, 00:50:34,22.25,snoring
3885,12-10-2020, 00:50:35,22.97,snoring
3886,12-10-2020, 00:50:36,22.63,snoring
3887,12-10-2020, 00:50:38,20.92,snoring
3888,12-10-2020, 00:50:39,20.54,snoring
3889,12-10-2020, 00:50:40,15.67,snoring
3890,12-10-2020, 00:50:41,23.71,snoring
3891,12-10-2020, 00:50:42,21.84,snoring
3892,12-10-2020, 00:50:43,16.77,snoring
3893,12-10-2020, 00:50:45,21.78,snoring
3894,12-10-2020, 00:50:46,21.7,snoring
3895,12-10-2020, 00:50:47,24.75,snoring
3896,12-10-2020, 00:50:48,23.57,snoring
3897,12-10-2020, 00:50:49,21.56,snoring
3898,12-10-2020, 00:50:51,21.26,snoring
3899,12-10-2020, 00:50:52,20.85,snoring
3900,12-10-2020, 00:50:53,21.66,snoring
3901,12-10-2020, 00:50:54,23.01,snoring
3902,12-10-2020, 00:50:56,23.02,snoring
3903,12-10-2020, 00:50:57,21.51,snoring
3904,12-10-2020, 00:50:58,22.13,snoring
3905,12-10-2020, 00:50:59,21.73,snoring
3906,12-10-2020, 00:51:00,24.34,snoring
3907,12-10-2020, 00:51:02,22.87,snoring
3908,12-10-2020, 00:51:03,24.23,snoring
3909,12-10-2020, 00:51:04,24.47,snoring
3910,12-10-2020, 00:51:05,24.6,snoring
3911,12-10-2020, 00:51:06,25.33,snoring
3912,12-10-2020, 00:51:08,25.4,snoring
3913,12-10-2020, 00:51:09,25.26,snoring
3914,12-10-2020, 00:51:10,24.95,snoring
3915,12-10-2020, 00:51:11,25.17,snoring
3916,12-10-2020, 00:51:12,25.89,snoring
3917,12-10-2020, 00:51:14,26.27,snoring
3918,12-10-2020, 00:51:15,25.75,snoring
3919,12-10-2020, 00:51:16,25.39,snoring
3920,12-10-2020, 00:51:17,25.06,snoring
3921,12-10-2020, 00:51:18,24.31,snoring
3922,12-10-2020, 00:51:20,27.81,snoring
3923,12-10-2020, 00:51:21,26.81,snoring
3924,12-10-2020, 00:51:22,27.17,snoring
3925,12-10-2020, 00:51:23,27.22,snoring
3926,12-10-2020, 00:51:25,27.46,snoring
3927,12-10-2020, 00:51:26,25.76,snoring
3928,12-10-2020, 00:51:27,25.51,snoring
3929,12-10-2020, 00:51:28,25.8,snoring
3930,12-10-2020, 00:51:29,25.18,snoring
3931,12-10-2020, 00:51:30,25.53,snoring
3932,12-10-2020, 00:51:32,25.44,snoring
3933,12-10-2020, 00:51:33,25.56,snoring
3934,12-10-2020, 00:51:34,25.87,snoring
3935,12-10-2020, 00:51:35,25.04,snoring
3936,12-10-2020, 00:51:36,22.89,snoring
3937,12-10-2020, 00:51:38,25.41,snoring
3938,12-10-2020, 00:51:39,23.61,snoring
3939,12-10-2020, 00:51:40,22.77,snoring
3940,12-10-2020, 00:51:41,24.66,snoring
3941,12-10-2020, 00:51:43,24.55,snoring
3942,12-10-2020, 00:51:44,23.22,snoring
3943,12-10-2020, 00:51:45,22.81,snoring
3944,12-10-2020, 00:51:46,20.85,snoring
3945,12-10-2020, 00:51:47,23.22,snoring
3946,12-10-2020, 00:51:48,23.51,snoring
3947,12-10-2020, 00:51:50,25.5,snoring
3948,12-10-2020, 00:51:51,25.25,snoring
3949,12-10-2020, 00:51:52,25.4,snoring
3950,12-10-2020, 00:51:53,25.08,snoring
3951,12-10-2020, 00:51:54,24.97,snoring
3952,12-10-2020, 00:51:56,24.79,snoring
3953,12-10-2020, 00:51:57,23.3,snoring
3954,12-10-2020, 00:51:58,22.57,snoring
3955,12-10-2020, 00:51:59,24.93,snoring
3956,12-10-2020, 00:52:00,22.26,snoring
3957,12-10-2020, 00:52:02,23.7,snoring
3958,12-10-2020, 00:52:03,24.75,snoring
3959,12-10-2020, 00:52:04,23.11,snoring
3960,12-10-2020, 00:52:05,26,snoring
3961,12-10-2020, 00:52:06,25.56,snoring
3962,12-10-2020, 00:52:07,23.16,snoring
3963,12-10-2020, 00:52:08,23.45,snoring
3964,12-10-2020, 00:52:09,23.47,snoring
3965,12-10-2020, 00:52:11,23.62,snoring
3966,12-10-2020, 00:52:12,22.77,snoring
3967,12-10-2020, 00:52:13,22.69,snoring
3968,12-10-2020, 00:52:14,24.27,snoring
3969,12-10-2020, 00:52:15,24.78,snoring
3970,12-10-2020, 00:52:16,24.57,snoring
3971,12-10-2020, 00:52:18,25.59,snoring
3972,12-10-2020, 00:52:19,25.7,snoring
3973,12-10-2020, 00:52:20,23.81,snoring
3974,12-10-2020, 00:52:21,23.3,snoring
3975,12-10-2020, 00:52:22,22.82,snoring
3976,12-10-2020, 00:52:23,24.03,snoring
3977,12-10-2020, 00:52:24,23.67,snoring
3978,12-10-2020, 00:52:26,24.44,snoring
3979,12-10-2020, 00:52:27,24.61,snoring
3980,12-10-2020, 00:52:28,24.26,snoring
3981,12-10-2020, 00:52:29,24.03,snoring
3982,12-10-2020, 00:52:30,23.33,snoring
3983,12-10-2020, 00:52:32,23.8,snoring
3984,12-10-2020, 00:52:33,23.87,snoring
3985,12-10-2020, 00:52:34,24.32,snoring
3986,12-10-2020, 00:52:35,23.98,snoring
3987,12-10-2020, 00:52:36,22.85,snoring
3988,12-10-2020, 00:52:38,23.84,snoring
3989,12-10-2020, 00:52:39,26.1,snoring
3990,12-10-2020, 00:52:40,26.3,snoring
3991,12-10-2020, 00:52:41,25.94,snoring
3992,12-10-2020, 00:52:42,27.17,snoring
3993,12-10-2020, 00:52:44,19.89,snoring
3994,12-10-2020, 00:52:45,19.47,snoring
3995,12-10-2020, 00:52:47,25.39,snoring
3996,12-10-2020, 00:52:49,23.24,snoring
3997,12-10-2020, 00:52:52,23.98,snoring
3998,12-10-2020, 00:52:53,26.27,snoring
3999,12-10-2020, 00:52:54,27.11,snoring
4000,12-10-2020, 00:52:56,23.37,snoring
4001,12-10-2020, 00:52:57,23.36,snoring
4002,12-10-2020, 00:52:58,25.26,snoring
4003,12-10-2020, 00:52:59,24.53,snoring
4004,12-10-2020, 00:53:00,25.34,snoring
4005,12-10-2020, 00:53:02,26.56,snoring
4006,12-10-2020, 00:53:03,25.79,snoring
4007,12-10-2020, 00:53:04,23.82,snoring
4008,12-10-2020, 00:53:05,24.24,snoring
4009,12-10-2020, 00:53:06,24.74,snoring
4010,12-10-2020, 00:53:08,24.54,snoring
4011,12-10-2020, 00:53:09,24.54,snoring
4012,12-10-2020, 00:53:10,22.65,snoring
4013,12-10-2020, 00:53:11,24.02,snoring
4014,12-10-2020, 00:53:13,21.77,snoring
4015,12-10-2020, 00:53:14,23.59,snoring
4016,12-10-2020, 00:53:15,22.8,snoring
4017,12-10-2020, 00:53:16,24.47,snoring
4018,12-10-2020, 00:53:17,23.03,snoring
4019,12-10-2020, 00:53:19,23.92,snoring
4020,12-10-2020, 00:53:20,24.55,snoring
4021,12-10-2020, 00:53:21,25.25,snoring
4022,12-10-2020, 00:53:22,24.78,snoring
4023,12-10-2020, 00:53:23,25.24,snoring
4024,12-10-2020, 00:53:24,24.74,snoring
4025,12-10-2020, 00:53:26,23.55,snoring
4026,12-10-2020, 00:53:27,23.37,snoring
4027,12-10-2020, 00:53:28,24.88,snoring
4028,12-10-2020, 00:53:29,23.18,snoring
4029,12-10-2020, 00:53:30,25.05,snoring
4030,12-10-2020, 00:53:32,25.62,snoring
4031,12-10-2020, 00:53:33,24.63,snoring
4032,12-10-2020, 00:53:34,24.16,snoring
4033,12-10-2020, 00:53:35,24.04,snoring
4034,12-10-2020, 00:53:36,23.73,snoring
4035,12-10-2020, 00:53:38,24.27,snoring
4036,12-10-2020, 00:53:39,24.3,snoring
4037,12-10-2020, 00:53:40,24.77,snoring
4038,12-10-2020, 00:53:41,26.17,snoring
4039,12-10-2020, 00:53:42,26.66,snoring
4040,12-10-2020, 00:53:43,25.02,snoring
4041,12-10-2020, 00:53:44,24.89,snoring
4042,12-10-2020, 00:53:46,24.64,snoring
4043,12-10-2020, 00:53:47,25.76,snoring
4044,12-10-2020, 00:53:48,25.18,snoring
4045,12-10-2020, 00:53:49,23.83,snoring
4046,12-10-2020, 00:53:50,23.17,snoring
4047,12-10-2020, 00:53:51,22.9,snoring
4048,12-10-2020, 00:53:52,21.73,snoring
4049,12-10-2020, 00:53:53,24.82,snoring
4050,12-10-2020, 00:53:55,24.54,snoring
4051,12-10-2020, 00:53:56,24.47,snoring
4052,12-10-2020, 00:53:57,23.69,snoring
4053,12-10-2020, 00:53:58,23.59,snoring
4054,12-10-2020, 00:53:59,23.3,snoring
4055,12-10-2020, 00:54:01,22.12,snoring
4056,12-10-2020, 00:54:02,23.79,snoring
4057,12-10-2020, 00:54:03,23.86,snoring
4058,12-10-2020, 00:54:04,23.73,snoring
4059,12-10-2020, 00:54:05,21.91,snoring
4060,12-10-2020, 00:54:07,24.47,snoring
4061,12-10-2020, 00:54:08,23.45,snoring
4062,12-10-2020, 00:54:09,22.52,snoring
4063,12-10-2020, 00:54:10,22.54,snoring
4064,12-10-2020, 00:54:11,23.1,snoring
4065,12-10-2020, 00:54:13,21.21,snoring
4066,12-10-2020, 00:54:14,24.4,snoring
4067,12-10-2020, 00:54:15,24.86,snoring
4068,12-10-2020, 00:54:16,24.02,snoring
4069,12-10-2020, 00:54:17,24.86,snoring
4070,12-10-2020, 00:54:19,22.86,snoring
4071,12-10-2020, 00:54:20,25.14,snoring
4072,12-10-2020, 00:54:21,24.12,snoring
4073,12-10-2020, 00:54:22,24.56,snoring
4074,12-10-2020, 00:54:23,24.73,snoring
4075,12-10-2020, 00:54:25,23.74,snoring
4076,12-10-2020, 00:54:26,24.69,snoring
4077,12-10-2020, 00:54:27,23.72,snoring
4078,12-10-2020, 00:54:28,23.4,snoring
4079,12-10-2020, 00:54:29,25.48,snoring
4080,12-10-2020, 00:54:30,24.51,snoring
4081,12-10-2020, 00:54:32,22.91,snoring
4082,12-10-2020, 00:54:33,22.62,snoring
4083,12-10-2020, 00:54:34,21.83,snoring
4084,12-10-2020, 00:54:35,23.98,snoring
4085,12-10-2020, 00:54:36,24.43,snoring
4086,12-10-2020, 00:54:38,23.61,snoring
4087,12-10-2020, 00:54:39,22.17,snoring
4088,12-10-2020, 00:54:40,23.17,snoring
4089,12-10-2020, 00:54:41,24.26,snoring
4090,12-10-2020, 00:54:43,23.49,snoring
4091,12-10-2020, 00:54:44,23.77,snoring
4092,12-10-2020, 00:54:45,24.11,snoring
4093,12-10-2020, 00:54:46,24.12,snoring
4094,12-10-2020, 00:54:47,23.72,snoring
4095,12-10-2020, 00:54:48,23.69,snoring
